tool,strain,length,flag,position,threshold,cov,n
breakdancer,AKR_J,44868,TN,60880477,100,32,2
breakdancer,AKR_J,904,TN,61025771,100,32,2
breakdancer,AKR_J,885,TN,61113358,100,32,2
breakdancer,AKR_J,247588,TN,61192417,100,32,2
breakdancer,AKR_J,14427,TN,19856002,10,32,10
breakdancer,AKR_J,5881,TN,20561475,10,32,10
breakdancer,AKR_J,4087,TN,39388319,10,32,10
breakdancer,AKR_J,14424,TN,19856002,10,32,2
breakdancer,AKR_J,5886,TN,20561475,10,32,2
breakdancer,AKR_J,4087,TN,39388319,10,32,2
breakdancer,AKR_J,14427,TN,19856002,10,32,7
breakdancer,AKR_J,5886,TN,20561475,10,32,7
breakdancer,AKR_J,4087,TN,39388319,10,32,7
breakdancer,AKR_J,86791,TN,43865020,10,32,7
breakdancer,AKR_J,14427,TN,19856002,10,32,8
breakdancer,AKR_J,985,TN,21292619,10,32,8
breakdancer,AKR_J,4087,TN,39388319,10,32,8
breakdancer,AKR_J,6833,TN,41929592,10,32,8
breakdancer,AKR_J,34785,TN,42963665,10,32,8
breakdancer,AKR_J,24463,TN,14766859,10,32,9
breakdancer,AKR_J,14427,TN,19856002,10,32,9
breakdancer,AKR_J,5881,TN,20561475,10,32,9
breakdancer,AKR_J,986,TN,21292624,10,32,9
breakdancer,AKR_J,149283,TN,43952045,10,32,9
breakdancer,AKR_J,40467,TN,50557878,10,32,9
breakdancer,AKR_J,19595,TN,5386551,10000,4,10
breakdancer,AKR_J,-473,TN,5406823,10000,4,10
breakdancer,AKR_J,24418,TN,14766909,10000,4,10
breakdancer,AKR_J,144642,TN,14792646,10000,4,10
breakdancer,AKR_J,207620,TN,14938002,10000,4,10
breakdancer,AKR_J,378270,TN,15148736,10000,4,10
breakdancer,AKR_J,311913,TN,15527513,10000,4,10
breakdancer,AKR_J,33812,TN,15846773,10000,4,10
breakdancer,AKR_J,-1039,TN,15881934,10000,4,10
breakdancer,AKR_J,24029,TN,15881934,10000,4,10
breakdancer,AKR_J,11474,TN,15906928,10000,4,10
breakdancer,AKR_J,509978,TN,16507910,10000,4,10
breakdancer,AKR_J,29343,TN,18197291,10000,4,10
breakdancer,AKR_J,30734,TN,18232934,10000,4,10
breakdancer,AKR_J,2119,TN,18924396,10000,4,10
breakdancer,AKR_J,14395,TN,19856028,10000,4,10
breakdancer,AKR_J,95292,TN,20044326,10000,4,10
breakdancer,AKR_J,143550,TN,20144602,10000,4,10
breakdancer,AKR_J,263391,TN,20576299,10000,4,10
breakdancer,AKR_J,226990,TN,21064695,10000,4,10
breakdancer,AKR_J,63923,TN,21534434,10000,4,10
breakdancer,AKR_J,146426,TN,22912896,10000,4,10
breakdancer,AKR_J,3316,TN,24283745,10000,4,10
breakdancer,AKR_J,21204,TN,24287492,10000,4,10
breakdancer,AKR_J,50877,TN,25033743,10000,4,10
breakdancer,AKR_J,359380,TN,27133490,10000,4,10
breakdancer,AKR_J,295213,TN,28930449,10000,4,10
breakdancer,AKR_J,6727,TN,29984010,10000,4,10
breakdancer,AKR_J,22152,TN,37595291,10000,4,10
breakdancer,AKR_J,174295,TN,37624503,10000,4,10
breakdancer,AKR_J,44617,TN,37799275,10000,4,10
breakdancer,AKR_J,176114,TN,37844484,10000,4,10
breakdancer,AKR_J,-925,TN,46753559,10000,4,10
breakdancer,AKR_J,40459,TN,50557878,10000,4,10
breakdancer,AKR_J,25248,TN,50601957,10000,4,10
breakdancer,AKR_J,25281,TN,50865988,10000,4,10
breakdancer,AKR_J,-1322,TN,54487249,10000,4,10
breakdancer,AKR_J,385,TN,54487249,10000,4,10
breakdancer,AKR_J,136362,TN,55559354,10000,4,10
breakdancer,AKR_J,139065,TN,56117938,10000,4,10
breakdancer,AKR_J,246519,TN,58966572,10000,4,10
breakdancer,AKR_J,8004,TN,59213903,10000,4,10
breakdancer,AKR_J,97450,TN,59224784,10000,4,10
breakdancer,AKR_J,51691,TN,59610511,10000,4,10
breakdancer,AKR_J,51825,TN,59820224,10000,4,10
breakdancer,AKR_J,31254,TN,60024961,10000,4,10
breakdancer,AKR_J,13064,TN,60056942,10000,4,10
breakdancer,AKR_J,37973,TN,60309622,10000,4,10
breakdancer,AKR_J,11193,TN,60642344,10000,4,10
breakdancer,AKR_J,37481,TN,60654202,10000,4,10
breakdancer,AKR_J,11450,TN,60692234,10000,4,10
breakdancer,AKR_J,19949,TN,5386376,10000,4,1
breakdancer,AKR_J,555202,TN,11223992,10000,4,1
breakdancer,AKR_J,24437,TN,14766859,10000,4,1
breakdancer,AKR_J,378184,TN,15148736,10000,4,1
breakdancer,AKR_J,311911,TN,15527513,10000,4,1
breakdancer,AKR_J,34274,TN,15846589,10000,4,1
breakdancer,AKR_J,25170,TN,15881934,10000,4,1
breakdancer,AKR_J,-5413,TN,15914864,10000,4,1
breakdancer,AKR_J,29333,TN,18197287,10000,4,1
breakdancer,AKR_J,-4123,TN,18924303,10000,4,1
breakdancer,AKR_J,14427,TN,19856002,10000,4,1
breakdancer,AKR_J,95499,TN,20044310,10000,4,1
breakdancer,AKR_J,5802,TN,20561530,10000,4,1
breakdancer,AKR_J,263394,TN,20576337,10000,4,1
breakdancer,AKR_J,4455,TN,21064642,10000,4,1
breakdancer,AKR_J,222181,TN,21069470,10000,4,1
breakdancer,AKR_J,927,TN,21292624,10000,4,1
breakdancer,AKR_J,282678,TN,21598753,10000,4,1
breakdancer,AKR_J,31346,TN,22409689,10000,4,1
breakdancer,AKR_J,130764,TN,23619945,10000,4,1
breakdancer,AKR_J,8725,TN,24287492,10000,4,1
breakdancer,AKR_J,128,TN,24296578,10000,4,1
breakdancer,AKR_J,51072,TN,25033597,10000,4,1
breakdancer,AKR_J,359232,TN,27133489,10000,4,1
breakdancer,AKR_J,295246,TN,28930352,10000,4,1
breakdancer,AKR_J,6639,TN,29984047,10000,4,1
breakdancer,AKR_J,22174,TN,37595291,10000,4,1
breakdancer,AKR_J,-228,TN,40929913,10000,4,1
breakdancer,AKR_J,91558,TN,42463709,10000,4,1
breakdancer,AKR_J,13945,TN,43005060,10000,4,1
breakdancer,AKR_J,26825,TN,43020087,10000,4,1
breakdancer,AKR_J,90024,TN,45198041,10000,4,1
breakdancer,AKR_J,-7110,TN,45706228,10000,4,1
breakdancer,AKR_J,1583,TN,47156644,10000,4,1
breakdancer,AKR_J,35654,TN,47158953,10000,4,1
breakdancer,AKR_J,293726,TN,47196497,10000,4,1
breakdancer,AKR_J,48214,TN,50059718,10000,4,1
breakdancer,AKR_J,63089,TN,50114478,10000,4,1
breakdancer,AKR_J,40393,TN,50557878,10000,4,1
breakdancer,AKR_J,25217,TN,50602076,10000,4,1
breakdancer,AKR_J,37052,TN,50756326,10000,4,1
breakdancer,AKR_J,34132,TN,50794790,10000,4,1
breakdancer,AKR_J,25128,TN,50865988,10000,4,1
breakdancer,AKR_J,-1045,TN,50892394,10000,4,1
breakdancer,AKR_J,15231,TN,50892394,10000,4,1
breakdancer,AKR_J,1394416,TN,50908773,10000,4,1
breakdancer,AKR_J,675907,TN,52309679,10000,4,1
breakdancer,AKR_J,3882,TN,54483898,10000,4,1
breakdancer,AKR_J,22672,TN,57135812,10000,4,1
breakdancer,AKR_J,81322,TN,57520699,10000,4,1
breakdancer,AKR_J,97341,TN,59224939,10000,4,1
breakdancer,AKR_J,51686,TN,59610511,10000,4,1
breakdancer,AKR_J,51775,TN,59820224,10000,4,1
breakdancer,AKR_J,31274,TN,60024946,10000,4,1
breakdancer,AKR_J,13252,TN,60056845,10000,4,1
breakdancer,AKR_J,1308,TN,60642353,10000,4,1
breakdancer,AKR_J,6722,TN,60650250,10000,4,1
breakdancer,AKR_J,34082,TN,60657622,10000,4,1
breakdancer,AKR_J,24376,TN,14766909,10000,4,2
breakdancer,AKR_J,378281,TN,15148745,10000,4,2
breakdancer,AKR_J,311767,TN,15527655,10000,4,2
breakdancer,AKR_J,8081,TN,15906928,10000,4,2
breakdancer,AKR_J,-4134,TN,18924303,10000,4,2
breakdancer,AKR_J,14283,TN,19856002,10000,4,2
breakdancer,AKR_J,95554,TN,20044310,10000,4,2
breakdancer,AKR_J,143918,TN,20144373,10000,4,2
breakdancer,AKR_J,5671,TN,20561480,10000,4,2
breakdancer,AKR_J,263386,TN,20576344,10000,4,2
breakdancer,AKR_J,31323,TN,22409689,10000,4,2
breakdancer,AKR_J,3476,TN,24283655,10000,4,2
breakdancer,AKR_J,51023,TN,25033597,10000,4,2
breakdancer,AKR_J,359399,TN,27133477,10000,4,2
breakdancer,AKR_J,329806,TN,29660886,10000,4,2
breakdancer,AKR_J,22163,TN,37595291,10000,4,2
breakdancer,AKR_J,176115,TN,37844454,10000,4,2
breakdancer,AKR_J,91578,TN,42463728,10000,4,2
breakdancer,AKR_J,34753,TN,45096482,10000,4,2
breakdancer,AKR_J,-7075,TN,45706228,10000,4,2
breakdancer,AKR_J,1571,TN,47156634,10000,4,2
breakdancer,AKR_J,59514,TN,50114612,10000,4,2
breakdancer,AKR_J,2999,TN,50174581,10000,4,2
breakdancer,AKR_J,40409,TN,50557887,10000,4,2
breakdancer,AKR_J,25294,TN,50602014,10000,4,2
breakdancer,AKR_J,-1961,TN,50629269,10000,4,2
breakdancer,AKR_J,25355,TN,50865988,10000,4,2
breakdancer,AKR_J,15277,TN,50892414,10000,4,2
breakdancer,AKR_J,2144,TN,54483778,10000,4,2
breakdancer,AKR_J,553,TN,54487242,10000,4,2
breakdancer,AKR_J,85303,TN,54489538,10000,4,2
breakdancer,AKR_J,416035,TN,54578972,10000,4,2
breakdancer,AKR_J,22808,TN,57135812,10000,4,2
breakdancer,AKR_J,82933,TN,57431306,10000,4,2
breakdancer,AKR_J,254313,TN,58967592,10000,4,2
breakdancer,AKR_J,97455,TN,59224784,10000,4,2
breakdancer,AKR_J,71750,TN,59531546,10000,4,2
breakdancer,AKR_J,51662,TN,59610511,10000,4,2
breakdancer,AKR_J,46577,TN,59767344,10000,4,2
breakdancer,AKR_J,51825,TN,59820224,10000,4,2
breakdancer,AKR_J,31285,TN,60024946,10000,4,2
breakdancer,AKR_J,1431,TN,60642339,10000,4,2
breakdancer,AKR_J,6898,TN,60650224,10000,4,2
breakdancer,AKR_J,33911,TN,60657790,10000,4,2
breakdancer,AKR_J,11433,TN,60692234,10000,4,2
breakdancer,AKR_J,555220,TN,11223971,10000,4,3
breakdancer,AKR_J,25148,TN,15881934,10000,4,3
breakdancer,AKR_J,3535,TN,15914864,10000,4,3
breakdancer,AKR_J,509877,TN,16507953,10000,4,3
breakdancer,AKR_J,2130,TN,18924319,10000,4,3
breakdancer,AKR_J,533983,TN,18926808,10000,4,3
breakdancer,AKR_J,95393,TN,20044418,10000,4,3
breakdancer,AKR_J,143924,TN,20144373,10000,4,3
breakdancer,AKR_J,5439,TN,20561712,10000,4,3
breakdancer,AKR_J,263395,TN,20576298,10000,4,3
breakdancer,AKR_J,31341,TN,22409689,10000,4,3
breakdancer,AKR_J,3297,TN,24283745,10000,4,3
breakdancer,AKR_J,21249,TN,24287492,10000,4,3
breakdancer,AKR_J,51049,TN,25033599,10000,4,3
breakdancer,AKR_J,359289,TN,27133477,10000,4,3
breakdancer,AKR_J,295280,TN,28930374,10000,4,3
breakdancer,AKR_J,22152,TN,37595291,10000,4,3
breakdancer,AKR_J,176109,TN,37844449,10000,4,3
breakdancer,AKR_J,857,TN,39516782,10000,4,3
breakdancer,AKR_J,13754,TN,43005262,10000,4,3
breakdancer,AKR_J,34808,TN,45096494,10000,4,3
breakdancer,AKR_J,35654,TN,47158953,10000,4,3
breakdancer,AKR_J,59677,TN,50114487,10000,4,3
breakdancer,AKR_J,3053,TN,50174532,10000,4,3
breakdancer,AKR_J,37214,TN,50756164,10000,4,3
breakdancer,AKR_J,984,TN,50794790,10000,4,3
breakdancer,AKR_J,32602,TN,50796155,10000,4,3
breakdancer,AKR_J,25179,TN,50865988,10000,4,3
breakdancer,AKR_J,-1061,TN,50892394,10000,4,3
breakdancer,AKR_J,15057,TN,50892394,10000,4,3
breakdancer,AKR_J,1394576,TN,50908615,10000,4,3
breakdancer,AKR_J,675857,TN,52309678,10000,4,3
breakdancer,AKR_J,2097,TN,54483837,10000,4,3
breakdancer,AKR_J,632,TN,54487237,10000,4,3
breakdancer,AKR_J,139155,TN,56117909,10000,4,3
breakdancer,AKR_J,22529,TN,57135955,10000,4,3
breakdancer,AKR_J,82840,TN,57431332,10000,4,3
breakdancer,AKR_J,81379,TN,57520633,10000,4,3
breakdancer,AKR_J,7931,TN,59213903,10000,4,3
breakdancer,AKR_J,97536,TN,59224784,10000,4,3
breakdancer,AKR_J,51668,TN,59610511,10000,4,3
breakdancer,AKR_J,46739,TN,59767300,10000,4,3
breakdancer,AKR_J,51831,TN,59820224,10000,4,3
breakdancer,AKR_J,31152,TN,60024946,10000,4,3
breakdancer,AKR_J,1409,TN,60642364,10000,4,3
breakdancer,AKR_J,6891,TN,60650231,10000,4,3
breakdancer,AKR_J,33973,TN,60657622,10000,4,3
breakdancer,AKR_J,29009,TN,5406823,10000,4,4
breakdancer,AKR_J,24463,TN,14766859,10000,4,4
breakdancer,AKR_J,378297,TN,15148736,10000,4,4
breakdancer,AKR_J,311878,TN,15527513,10000,4,4
breakdancer,AKR_J,-803,TN,15906928,10000,4,4
breakdancer,AKR_J,150,TN,15909301,10000,4,4
breakdancer,AKR_J,3494,TN,15914902,10000,4,4
breakdancer,AKR_J,509978,TN,16507910,10000,4,4
breakdancer,AKR_J,54587,TN,17247457,10000,4,4
breakdancer,AKR_J,29380,TN,18197280,10000,4,4
breakdancer,AKR_J,30722,TN,18232839,10000,4,4
breakdancer,AKR_J,536571,TN,18924343,10000,4,4
breakdancer,AKR_J,95541,TN,20044310,10000,4,4
breakdancer,AKR_J,263426,TN,20576299,10000,4,4
breakdancer,AKR_J,11646,TN,20844001,10000,4,4
breakdancer,AKR_J,202259,TN,20856073,10000,4,4
breakdancer,AKR_J,4323,TN,21064806,10000,4,4
breakdancer,AKR_J,222279,TN,21069392,10000,4,4
breakdancer,AKR_J,980,TN,21292624,10000,4,4
breakdancer,AKR_J,31275,TN,22409689,10000,4,4
breakdancer,AKR_J,146444,TN,22912919,10000,4,4
breakdancer,AKR_J,8640,TN,24287492,10000,4,4
breakdancer,AKR_J,17197,TN,24809879,10000,4,4
breakdancer,AKR_J,50787,TN,25033758,10000,4,4
breakdancer,AKR_J,48219,TN,26344253,10000,4,4
breakdancer,AKR_J,359335,TN,27133527,10000,4,4
breakdancer,AKR_J,295274,TN,28930318,10000,4,4
breakdancer,AKR_J,6695,TN,29984046,10000,4,4
breakdancer,AKR_J,30089,TN,37587129,10000,4,4
breakdancer,AKR_J,174287,TN,37624486,10000,4,4
breakdancer,AKR_J,44359,TN,37799269,10000,4,4
breakdancer,AKR_J,176104,TN,37844449,10000,4,4
breakdancer,AKR_J,91535,TN,42463750,10000,4,4
breakdancer,AKR_J,13982,TN,43005060,10000,4,4
breakdancer,AKR_J,89946,TN,45198041,10000,4,4
breakdancer,AKR_J,35654,TN,47158953,10000,4,4
breakdancer,AKR_J,59712,TN,50114436,10000,4,4
breakdancer,AKR_J,3064,TN,50174532,10000,4,4
breakdancer,AKR_J,25317,TN,50601957,10000,4,4
breakdancer,AKR_J,37230,TN,50756163,10000,4,4
breakdancer,AKR_J,34138,TN,50794790,10000,4,4
breakdancer,AKR_J,601,TN,54487274,10000,4,4
breakdancer,AKR_J,82732,TN,57431514,10000,4,4
breakdancer,AKR_J,81388,TN,57520632,10000,4,4
breakdancer,AKR_J,255853,TN,58966048,10000,4,4
breakdancer,AKR_J,97519,TN,59224784,10000,4,4
breakdancer,AKR_J,31287,TN,60024946,10000,4,4
breakdancer,AKR_J,37977,TN,60309621,10000,4,4
breakdancer,AKR_J,1382,TN,60642339,10000,4,4
breakdancer,AKR_J,6785,TN,60650337,10000,4,4
breakdancer,AKR_J,33864,TN,60657807,10000,4,4
breakdancer,AKR_J,11445,TN,60692234,10000,4,4
breakdancer,AKR_J,29039,TN,5406823,10000,4,5
breakdancer,AKR_J,2830773,TN,6058498,10000,4,5
breakdancer,AKR_J,555262,TN,11223957,10000,4,5
breakdancer,AKR_J,24437,TN,14766859,10000,4,5
breakdancer,AKR_J,144403,TN,14792703,10000,4,5
breakdancer,AKR_J,207712,TN,14937930,10000,4,5
breakdancer,AKR_J,34096,TN,15846754,10000,4,5
breakdancer,AKR_J,1244,TN,15881934,10000,4,5
breakdancer,AKR_J,22084,TN,15884999,10000,4,5
breakdancer,AKR_J,2380,TN,15914864,10000,4,5
breakdancer,AKR_J,196,TN,15918206,10000,4,5
breakdancer,AKR_J,30724,TN,18232968,10000,4,5
breakdancer,AKR_J,2088,TN,18924303,10000,4,5
breakdancer,AKR_J,534041,TN,18926808,10000,4,5
breakdancer,AKR_J,95514,TN,20044337,10000,4,5
breakdancer,AKR_J,263201,TN,20576299,10000,4,5
breakdancer,AKR_J,64383,TN,21534489,10000,4,5
breakdancer,AKR_J,31054,TN,22409942,10000,4,5
breakdancer,AKR_J,146433,TN,22912907,10000,4,5
breakdancer,AKR_J,8718,TN,24287492,10000,4,5
breakdancer,AKR_J,-520,TN,24908494,10000,4,5
breakdancer,AKR_J,51067,TN,25033597,10000,4,5
breakdancer,AKR_J,359383,TN,27133487,10000,4,5
breakdancer,AKR_J,295281,TN,28930400,10000,4,5
breakdancer,AKR_J,322820,TN,29660857,10000,4,5
breakdancer,AKR_J,6695,TN,29984053,10000,4,5
breakdancer,AKR_J,22119,TN,37595291,10000,4,5
breakdancer,AKR_J,174273,TN,37624525,10000,4,5
breakdancer,AKR_J,44414,TN,37799293,10000,4,5
breakdancer,AKR_J,176091,TN,37844451,10000,4,5
breakdancer,AKR_J,25537,TN,38988677,10000,4,5
breakdancer,AKR_J,51604,TN,42887831,10000,4,5
breakdancer,AKR_J,13899,TN,43005092,10000,4,5
breakdancer,AKR_J,34781,TN,45096513,10000,4,5
breakdancer,AKR_J,-926,TN,46753587,10000,4,5
breakdancer,AKR_J,35642,TN,47158959,10000,4,5
breakdancer,AKR_J,103690,TN,47950026,10000,4,5
breakdancer,AKR_J,48214,TN,50059718,10000,4,5
breakdancer,AKR_J,59632,TN,50114545,10000,4,5
breakdancer,AKR_J,40282,TN,50557878,10000,4,5
breakdancer,AKR_J,-1412,TN,50794790,10000,4,5
breakdancer,AKR_J,25106,TN,50865988,10000,4,5
breakdancer,AKR_J,-1069,TN,50892394,10000,4,5
breakdancer,AKR_J,15183,TN,50892394,10000,4,5
breakdancer,AKR_J,1394527,TN,50908615,10000,4,5
breakdancer,AKR_J,675668,TN,52309657,10000,4,5
breakdancer,AKR_J,139151,TN,56117909,10000,4,5
breakdancer,AKR_J,22654,TN,57135811,10000,4,5
breakdancer,AKR_J,97129,TN,59224927,10000,4,5
breakdancer,AKR_J,51662,TN,59610511,10000,4,5
breakdancer,AKR_J,46601,TN,59767414,10000,4,5
breakdancer,AKR_J,51778,TN,59820224,10000,4,5
breakdancer,AKR_J,1424,TN,60642339,10000,4,5
breakdancer,AKR_J,6887,TN,60650233,10000,4,5
breakdancer,AKR_J,33958,TN,60657654,10000,4,5
breakdancer,AKR_J,11419,TN,60692249,10000,4,5
breakdancer,AKR_J,555216,TN,11223957,10000,4,6
breakdancer,AKR_J,207735,TN,14937896,10000,4,6
breakdancer,AKR_J,34304,TN,15846589,10000,4,6
breakdancer,AKR_J,25170,TN,15881934,10000,4,6
breakdancer,AKR_J,149,TN,15914864,10000,4,6
breakdancer,AKR_J,1323,TN,15917077,10000,4,6
breakdancer,AKR_J,509945,TN,16507910,10000,4,6
breakdancer,AKR_J,14350,TN,19856002,10000,4,6
breakdancer,AKR_J,95496,TN,20044343,10000,4,6
breakdancer,AKR_J,143867,TN,20144376,10000,4,6
breakdancer,AKR_J,265938,TN,20573793,10000,4,6
breakdancer,AKR_J,12018,TN,20843733,10000,4,6
breakdancer,AKR_J,8718,TN,24287492,10000,4,6
breakdancer,AKR_J,51061,TN,25033601,10000,4,6
breakdancer,AKR_J,359254,TN,27133616,10000,4,6
breakdancer,AKR_J,295163,TN,28930416,10000,4,6
breakdancer,AKR_J,22174,TN,37595291,10000,4,6
breakdancer,AKR_J,176109,TN,37844449,10000,4,6
breakdancer,AKR_J,-354,TN,40930041,10000,4,6
breakdancer,AKR_J,34835,TN,45096482,10000,4,6
breakdancer,AKR_J,35617,TN,47158953,10000,4,6
breakdancer,AKR_J,40331,TN,50557878,10000,4,6
breakdancer,AKR_J,2233,TN,54483701,10000,4,6
breakdancer,AKR_J,609,TN,54487274,10000,4,6
breakdancer,AKR_J,138834,TN,56118028,10000,4,6
breakdancer,AKR_J,22792,TN,57135812,10000,4,6
breakdancer,AKR_J,82950,TN,57431307,10000,4,6
breakdancer,AKR_J,81369,TN,57520632,10000,4,6
breakdancer,AKR_J,7836,TN,59213904,10000,4,6
breakdancer,AKR_J,97540,TN,59224784,10000,4,6
breakdancer,AKR_J,71457,TN,59531547,10000,4,6
breakdancer,AKR_J,51685,TN,59610511,10000,4,6
breakdancer,AKR_J,31215,TN,60025016,10000,4,6
breakdancer,AKR_J,37976,TN,60309622,10000,4,6
breakdancer,AKR_J,-1091,TN,60642339,10000,4,6
breakdancer,AKR_J,1424,TN,60642339,10000,4,6
breakdancer,AKR_J,6762,TN,60650227,10000,4,6
breakdancer,AKR_J,34064,TN,60657622,10000,4,6
breakdancer,AKR_J,11420,TN,60692245,10000,4,6
breakdancer,AKR_J,20015,TN,5386376,10000,4,7
breakdancer,AKR_J,29038,TN,5406823,10000,4,7
breakdancer,AKR_J,24435,TN,14766859,10000,4,7
breakdancer,AKR_J,144626,TN,14792664,10000,4,7
breakdancer,AKR_J,34118,TN,15846806,10000,4,7
breakdancer,AKR_J,24146,TN,15881934,10000,4,7
breakdancer,AKR_J,-847,TN,15906927,10000,4,7
breakdancer,AKR_J,-2211,TN,15909301,10000,4,7
breakdancer,AKR_J,3529,TN,15914864,10000,4,7
breakdancer,AKR_J,509930,TN,16507910,10000,4,7
breakdancer,AKR_J,40514,TN,17020603,10000,4,7
breakdancer,AKR_J,29198,TN,18197400,10000,4,7
breakdancer,AKR_J,30545,TN,18232890,10000,4,7
breakdancer,AKR_J,14394,TN,19856002,10000,4,7
breakdancer,AKR_J,263331,TN,20576372,10000,4,7
breakdancer,AKR_J,31226,TN,22409696,10000,4,7
breakdancer,AKR_J,-398,TN,24287492,10000,4,7
breakdancer,AKR_J,8331,TN,24287691,10000,4,7
breakdancer,AKR_J,51023,TN,25033597,10000,4,7
breakdancer,AKR_J,295344,TN,28930318,10000,4,7
breakdancer,AKR_J,6473,TN,29984010,10000,4,7
breakdancer,AKR_J,21917,TN,37595291,10000,4,7
breakdancer,AKR_J,174290,TN,37624486,10000,4,7
breakdancer,AKR_J,44446,TN,37799297,10000,4,7
breakdancer,AKR_J,176129,TN,37844454,10000,4,7
breakdancer,AKR_J,21891,TN,39398660,10000,4,7
breakdancer,AKR_J,91525,TN,42463753,10000,4,7
breakdancer,AKR_J,13951,TN,43005060,10000,4,7
breakdancer,AKR_J,26855,TN,43020055,10000,4,7
breakdancer,AKR_J,34804,TN,45096482,10000,4,7
breakdancer,AKR_J,52636,TN,45706228,10000,4,7
breakdancer,AKR_J,33514,TN,46719118,10000,4,7
breakdancer,AKR_J,-925,TN,46753557,10000,4,7
breakdancer,AKR_J,37736,TN,47156593,10000,4,7
breakdancer,AKR_J,40466,TN,50557878,10000,4,7
breakdancer,AKR_J,25220,TN,50602056,10000,4,7
breakdancer,AKR_J,34138,TN,50794798,10000,4,7
breakdancer,AKR_J,25337,TN,50865988,10000,4,7
breakdancer,AKR_J,15242,TN,50892470,10000,4,7
breakdancer,AKR_J,617,TN,54487227,10000,4,7
breakdancer,AKR_J,85214,TN,54489493,10000,4,7
breakdancer,AKR_J,415999,TN,54578980,10000,4,7
breakdancer,AKR_J,139150,TN,56117909,10000,4,7
breakdancer,AKR_J,22792,TN,57135812,10000,4,7
breakdancer,AKR_J,82939,TN,57431307,10000,4,7
breakdancer,AKR_J,81340,TN,57520632,10000,4,7
breakdancer,AKR_J,-775,TN,59213903,10000,4,7
breakdancer,AKR_J,97500,TN,59224784,10000,4,7
breakdancer,AKR_J,51578,TN,59820453,10000,4,7
breakdancer,AKR_J,31256,TN,60024946,10000,4,7
breakdancer,AKR_J,37886,TN,60309623,10000,4,7
breakdancer,AKR_J,1256,TN,60642339,10000,4,7
breakdancer,AKR_J,-6474,TN,60650224,10000,4,7
breakdancer,AKR_J,6905,TN,60650224,10000,4,7
breakdancer,AKR_J,33772,TN,60657788,10000,4,7
breakdancer,AKR_J,11423,TN,60692235,10000,4,7
breakdancer,AKR_J,20001,TN,5386390,10000,4,8
breakdancer,AKR_J,29015,TN,5406823,10000,4,8
breakdancer,AKR_J,32263,TN,6022975,10000,4,8
breakdancer,AKR_J,555119,TN,11224068,10000,4,8
breakdancer,AKR_J,24435,TN,14766859,10000,4,8
breakdancer,AKR_J,34257,TN,15846595,10000,4,8
breakdancer,AKR_J,24199,TN,15881951,10000,4,8
breakdancer,AKR_J,5720,TN,15909301,10000,4,8
breakdancer,AKR_J,509944,TN,16507910,10000,4,8
breakdancer,AKR_J,54689,TN,17247474,10000,4,8
breakdancer,AKR_J,14424,TN,19856002,10000,4,8
breakdancer,AKR_J,95487,TN,20044311,10000,4,8
breakdancer,AKR_J,143755,TN,20144373,10000,4,8
breakdancer,AKR_J,263429,TN,20576299,10000,4,8
breakdancer,AKR_J,4334,TN,21064642,10000,4,8
breakdancer,AKR_J,222317,TN,21069351,10000,4,8
breakdancer,AKR_J,985,TN,21292619,10000,4,8
breakdancer,AKR_J,64004,TN,21534454,10000,4,8
breakdancer,AKR_J,31180,TN,22409856,10000,4,8
breakdancer,AKR_J,8666,TN,24287544,10000,4,8
breakdancer,AKR_J,-368,TN,24296578,10000,4,8
breakdancer,AKR_J,50909,TN,25033599,10000,4,8
breakdancer,AKR_J,359376,TN,27133489,10000,4,8
breakdancer,AKR_J,22012,TN,37595387,10000,4,8
breakdancer,AKR_J,-686,TN,38021221,10000,4,8
breakdancer,AKR_J,91597,TN,42463717,10000,4,8
breakdancer,AKR_J,13945,TN,43005060,10000,4,8
breakdancer,AKR_J,34645,TN,45096482,10000,4,8
breakdancer,AKR_J,22246,TN,45830209,10000,4,8
breakdancer,AKR_J,35368,TN,47158953,10000,4,8
breakdancer,AKR_J,59474,TN,50114436,10000,4,8
breakdancer,AKR_J,-1990,TN,50629272,10000,4,8
breakdancer,AKR_J,37225,TN,50756164,10000,4,8
breakdancer,AKR_J,34080,TN,50794826,10000,4,8
breakdancer,AKR_J,25361,TN,50865988,10000,4,8
breakdancer,AKR_J,15248,TN,50892473,10000,4,8
breakdancer,AKR_J,1394570,TN,50908617,10000,4,8
breakdancer,AKR_J,675866,TN,52309695,10000,4,8
breakdancer,AKR_J,2233,TN,54483701,10000,4,8
breakdancer,AKR_J,602,TN,54487285,10000,4,8
breakdancer,AKR_J,85236,TN,54489512,10000,4,8
breakdancer,AKR_J,415917,TN,54578990,10000,4,8
breakdancer,AKR_J,139004,TN,56118060,10000,4,8
breakdancer,AKR_J,22826,TN,57135812,10000,4,8
breakdancer,AKR_J,82805,TN,57431306,10000,4,8
breakdancer,AKR_J,81380,TN,57520632,10000,4,8
breakdancer,AKR_J,8019,TN,59213903,10000,4,8
breakdancer,AKR_J,51536,TN,59610511,10000,4,8
breakdancer,AKR_J,31051,TN,60024946,10000,4,8
breakdancer,AKR_J,1399,TN,60642339,10000,4,8
breakdancer,AKR_J,-6486,TN,60650224,10000,4,8
breakdancer,AKR_J,6718,TN,60650404,10000,4,8
breakdancer,AKR_J,33934,TN,60657746,10000,4,8
